"Post ID", "Forum","Forum Url","Tags","Tags Url","Poster Name","Poster Url","Number of Posts","Message","Subject","Subject Url","Views","Rating","Date","Time","Price","Sentiment","Disclosure"
"18283007","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","NOR","NOR","elee","http://hotcopper.com.au/search/search?type=post&users=elee","4582","good. we need all the ann we can get..","Re: Ann: Devicescape Northern Hemisphere Release-NOR.AX","http://hotcopper.com.au/threads/ann-devicescape-northern-hemisphere-release-nor-ax.2812198/page-18?post_id=18283007","2392","","15/07/16","20:34:41","2.9¢","Sell","Held"
"18283010","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","XPE","XPE","trader_10","http://hotcopper.com.au/search/search?type=post&users=trader_10","14219","???  oh dear	what's happen to the real love or perhaps a gf ????  do we need to pay for it now?  really ?Hey Macs any thoughts on the charts ?Have a good weekend allcheersT10","Re: XPE Charts","http://hotcopper.com.au/threads/xpe-charts.2741959/page-6221?post_id=18283010","1482087","1","15/07/16","20:35:07","7.3¢","Buy","Held"
"18283012","Political Debate","http://hotcopper.com.au/discussions/politics/","","","bz847","http://hotcopper.com.au/search/search?type=post&users=bz847","688","What a fitting analogy...just like cancer cells spreading they end up killing the host","Re: How can the appeasers of Islam like our PM Turnbull defend this!","http://hotcopper.com.au/threads/how-can-the-appeasers-of-islam-like-our-pm-turnbull-defend-this.2813264/page-75?post_id=18283012","2361","3","15/07/16","20:35:20","","",""
"18283011","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","FAR","FAR","spinner2","http://hotcopper.com.au/search/search?type=post&users=spinner2","135","I hate it when auto correct creeps up on my letters. cheers","Re: The Deal ...and its just started...","http://hotcopper.com.au/threads/the-deal-and-its-just-started.2813186/page-48?post_id=18283011","12758","2","15/07/16","20:35:19","7.7¢","Buy","Held"
"18283013","ASX - Short Term Trading","http://hotcopper.com.au/discussions/asx---short---term---trading/","","","rtellie","http://hotcopper.com.au/search/search?type=post&users=rtellie","1205","MAD  warming up! Also a song for those who appreciate harmonies.","Re: Short Term Trading Weekend Lounge: 15 - 17 July","http://hotcopper.com.au/threads/short-term-trading-weekend-lounge-15-17-july.2813317/page-76?post_id=18283013","5576","2","15/07/16","20:35:22","","",""
"18283016","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","CWN","CWN","Nightmarez3k","http://hotcopper.com.au/search/search?type=post&users=Nightmarez3k","1516","","$14 hold out guys","http://hotcopper.com.au/threads/14-hold-out-guys.2813471/?post_id=18283016","26","","15/07/16","20:36:59","$12.63","Buy","Held"
"18283015","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","FAR","FAR","rolling","http://hotcopper.com.au/search/search?type=post&users=rolling","1016","Sorry but it's the same story from the farites. Always trying to find an angle. Always trying to convince each other to hold the line fight the bogey men.FAR is well understood. As is Senegal and those that understand it best are sellers.Cheers","Re: The Deal ...and its just started...","http://hotcopper.com.au/threads/the-deal-and-its-just-started.2813186/page-49?post_id=18283015","12758","1","15/07/16","20:36:33","7.7¢","None","Not Held"
"18283014","Political Debate","http://hotcopper.com.au/discussions/politics/","","","dan1","http://hotcopper.com.au/search/search?type=post&users=dan1","7525","Quickquick Tony Abbott jst spoke out about your beloved islam.Quick time to jump in and sledge him post a utube video but say nothing about those effected by the attacks in France.Colours are being shown now.","Re: Abbott warns of 'creative' homegrown terrorism","http://hotcopper.com.au/threads/abbott-warns-of-creative-homegrown-terrorism.2813444/page-17?post_id=18283014","1704","8","15/07/16","20:35:24","","",""
"18282897","Political Debate","http://hotcopper.com.au/discussions/politics/","","","cobber321","http://hotcopper.com.au/search/search?type=post&users=cobber321","3519","Time to round them up . No more talk  forget the  religion of peace   bullshite . They know who they are  just go and get them . No if's  no but's  just get them off the street .Stuff their rights  they have foregone themWhat the hell is their stupid point anyway ?  We are not going awayRound em up  moooove em out .","Re: It's time to ban Islam in Ausrtralia.","http://hotcopper.com.au/threads/its-time-to-ban-islam-in-ausrtralia.2813459/page-21?post_id=18282897","3155","15","15/07/16","20:13:55","","",""
"18282896","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","BGS","BGS","Haplo","http://hotcopper.com.au/search/search?type=post&users=Haplo","6006","Yes.  However I don't believe we should be making comparisons directly with that other stock.What we should be focusing on is that BGS will be the first MAJOR lithium deposit holder in Mali and probably the surrounding African states.  Much akin as PLS being the first in the Pilbara.BGS management should now be focusing on getting out there and making noises about what it currently holds and it's future potential.  Also detailing what other areas within the current concession that it has discovered that can be expanded on.Haplo","Re: Ann: High Grade Lithium Mineralisation Intersected at Bougouni-BGS.AX","http://hotcopper.com.au/threads/ann-high-grade-lithium-mineralisation-intersected-at-bougouni-bgs-ax.2810479/page-412?post_id=18282896","75197","14","15/07/16","20:13:55","33.5¢","Buy","Held"
"18282925","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","VNX","VNX","walko","http://hotcopper.com.au/search/search?type=post&users=walko","9","Financials are out and it looks like they returned the money - also a real good diary of events which lead to the current impasse - but I see nothing on relisting.Anyone know anything more?","Will they trade again?","http://hotcopper.com.au/threads/will-they-trade-again.2813468/?post_id=18282925","167","","15/07/16","20:17:47","0.0¢","Hold","Held"
"18282898","Political Debate","http://hotcopper.com.au/discussions/politics/","","","Hanrahan","http://hotcopper.com.au/search/search?type=post&users=Hanrahan","42716","The average copper is poor with weapons. There needs to be a lot more money spent on training more elite SWAT teams trained by ex-military Special Forces guys.We are at war even if no one will admit it. We need wartime spending.BTW The platitudes from world leaders are sickening. The offer of a a company of elite ex-Afghanastan troops would be more concrete.","Re: Abbott warns of 'creative' homegrown terrorism","http://hotcopper.com.au/threads/abbott-warns-of-creative-homegrown-terrorism.2813444/page-13?post_id=18282898","1704","8","15/07/16","20:14:04","","",""
"18282899","Economics","http://hotcopper.com.au/discussions/economics/","","","Hot News","http://hotcopper.com.au/search/search?type=post&users=Hot+News","12397","","News: Ferrovial and Acciona to build bridge in Australia for 172 mln euros","http://hotcopper.com.au/threads/news-ferrovial-and-acciona-to-build-bridge-in-australia-for-172-mln-euros.2813466/?post_id=18282899","14","","15/07/16","20:14:01","","",""
"18282901","Breaking News","http://hotcopper.com.au/discussions/breaking-news/","","","duty","http://hotcopper.com.au/search/search?type=post&users=duty","7742","yesterday plonker Hollande ANN to the world these no need to keep Terrorism alert on MAX in France  & would remove it ...just shows you how stupid the PC brigade are","Re: Isis behind Savage Attack Terrible Death Count!","http://hotcopper.com.au/threads/isis-behind-savage-attack-terrible-death-count.2812848/page-153?post_id=18282901","10555","","15/07/16","20:14:31","","",""
"18282905","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","BGS","BGS","marakai","http://hotcopper.com.au/search/search?type=post&users=marakai","603","Are they clear on the amount of Spodumene yet though ?","Re: Ann: High Grade Lithium Mineralisation Intersected at Bougouni-BGS.AX","http://hotcopper.com.au/threads/ann-high-grade-lithium-mineralisation-intersected-at-bougouni-bgs-ax.2810479/page-413?post_id=18282905","75197","4","15/07/16","20:15:05","33.5¢","Buy","Held"
"18282907","Political Debate","http://hotcopper.com.au/discussions/politics/","","","Hairyback","http://hotcopper.com.au/search/search?type=post&users=Hairyback","26168","East and West don't mix.But it is not scary  it is real.","Re: It's time to ban Islam in Ausrtralia.","http://hotcopper.com.au/threads/its-time-to-ban-islam-in-ausrtralia.2813459/page-22?post_id=18282907","3155","9","15/07/16","20:15:19","","",""
"18282902","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","IMU","IMU","SeanShen","http://hotcopper.com.au/search/search?type=post&users=SeanShen","55","We have the money to last us until atleast mid next year. By then hopefully we would already have a deal done. If not then yes a CR will have to be completed to raise the funds to further progress HER-Vaxx. This extended timeframe is achieved mainly because the geniuses behind the scenes aren't paid ridiculous wages but rather are milestone based.","Re: Be warned: Big capital raise coming","http://hotcopper.com.au/threads/be-warned-big-capital-raise-coming.2813434/page-5?post_id=18282902","596","4","15/07/16","20:14:33","0.9¢","Buy","Held"
"18282906","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","TV2","TV2","lankyman","http://hotcopper.com.au/search/search?type=post&users=lankyman","280","","Re: TV2- The next leg up (3c-5c)","http://hotcopper.com.au/threads/tv2-the-next-leg-up-3c-5c.2796666/page-407?post_id=18282906","78686","","15/07/16","20:15:09","2.9¢","Buy","Held"
"18282904","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","VNX","VNX","byron","http://hotcopper.com.au/search/search?type=post&users=byron","2928","Any accountants to makes sense?? good or bad report?","Vonex Interim Financial Report For the half year ending 2015","http://hotcopper.com.au/threads/vonex-interim-financial-report-for-the-half-year-ending-2015.2813467/?post_id=18282904","74","","15/07/16","20:14:55","0.0¢","Hold","Held"
"18282908","Political Debate","http://hotcopper.com.au/discussions/politics/","","","prosperman","http://hotcopper.com.au/search/search?type=post&users=prosperman","9755","Islam is just a nick name --so what`s the difference????????????","Re: It's time to ban Islam in Ausrtralia.","http://hotcopper.com.au/threads/its-time-to-ban-islam-in-ausrtralia.2813459/page-23?post_id=18282908","3155","4","15/07/16","20:15:37","","",""
"18282900","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","RGU","RGU","geodesi.nz","http://hotcopper.com.au/search/search?type=post&users=geodesi.nz","2"," The Company is also undertaking a $2 million capital raising via a 3 for 1 renounceable rights issue @$0.01 (with 1 free attaching option for every 2 shares subscribed) (Rights Issue or Offer) with Patersons Securities Limited (Paterson’s) retained as lead manager and to underwrite the Offer. RGU will provide a loan (which may be convertible into equity) to Impact to enable it to progress the Alliance objectives. An initial loan of up to $500000 will be provided and subject to progress of the business plan and any necessary regulatory approvals RGU may provide additional loan funds of up to $500000.The Alliance will be subject to governance arrangements budget and controls and key milestones which will be outlined in the formal documentation (currently under preparation).Asconsideration for entering into the Alliance and the provision of the loan Impact will grant to RGU:  10% of the fully paid ordinary shares in the capital of Impact (Impact Shares) per $500000 loan value on a fully diluted basis; and  a 12 month option to acquire the remaining Impact Shares (80% or 90% as the case may be) at an exercise price of $1.56m (less the value of any loan funds outstanding) to be satisfied by the issue of shares in RGU at the same issue price and terms as the Rights Issue.","Re: Very interesting top 20","http://hotcopper.com.au/threads/very-interesting-top-20.2812365/page-5?post_id=18282900","386","","15/07/16","20:14:15","1.3¢","None","Not Held"
"18282909","Humour","http://hotcopper.com.au/discussions/humour/","","","Justis","http://hotcopper.com.au/search/search?type=post&users=Justis","19714","These days in Australia it would be I own a VW and voted for Tony Abbott","Re: Lemon picker","http://hotcopper.com.au/threads/lemon-picker.2813420/page-3?post_id=18282909","340","","15/07/16","20:15:39","","",""
"18282910","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","MNC","MNC","bund1234","http://hotcopper.com.au/search/search?type=post&users=bund1234","675","Sell and take a holiday with the proceeds. Buy back in in 12 months time. Nothing will have changed in my opinion and you may even get in cheaper","Re: Dilution ?","http://hotcopper.com.au/threads/dilution.2811383/page-13?post_id=18282910","1510","1","15/07/16","20:15:54","0.3¢","None","Not Held"
"18282911","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","NWE","NWE","db76","http://hotcopper.com.au/search/search?type=post&users=db76","1698","She is being paid $340k/yr +milestone incentivesNWE mkt cap is only $8mSo the salary is 4.25% of mkt capSeems a bit highThough to take on the challenge of getting NWE to prosperAbove a share price of $0.004/shareMust require a big salary relative to the mkt capHow did NWE get so lowDid this  new  CEO come from the ranks of existing staff?Best of luck all you Norwesters !","Re: Ann: CEO appointment remuneration information-NWE.AX","http://hotcopper.com.au/threads/ann-ceo-appointment-remuneration-information-nwe-ax.2813325/page-3?post_id=18282911","367","3","15/07/16","20:16:03","0.4¢","None","Not Held"
"18282912","Breaking News","http://hotcopper.com.au/discussions/breaking-news/","","","plough","http://hotcopper.com.au/search/search?type=post&users=plough","18025","Your opinion is it is irrational Hanrahan to repatriate Muslims back to Muslim countries  however I do not see a workable alternative  do you ?As an aside I a aquainted  with a few ex military that go back to Iraq as security contractors  I am less than impressed with their professionalism  full of bravado and have mental issues yet still employed  -the are one step away from losing it .","Re: Isis behind Savage Attack Terrible Death Count!","http://hotcopper.com.au/threads/isis-behind-savage-attack-terrible-death-count.2812848/page-154?post_id=18282912","10555","","15/07/16","20:16:07","","",""
"18282795","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","SGQ","SGQ","mick z","http://hotcopper.com.au/search/search?type=post&users=mick+z","3370","Sorry should have said 100 meters total depth first two holes Transit and cathedrals.cheers","Re: Ann: Exploration Update - East Laverton Gold Drilling-SGQ.AX","http://hotcopper.com.au/threads/ann-exploration-update-east-laverton-gold-drilling-sgq-ax.2790088/page-272?post_id=18282795","49889","2","15/07/16","19:59:13","21.5¢","Buy","Held"
"18282913","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","IOT","IOT","coppashaft","http://hotcopper.com.au/search/search?type=post&users=coppashaft","9444","MorriMy take on the placement is it was last chance for cheap stock/mates rates.I don't see any other reason they would raise at monthly low and a 20% discount on top has shonk written all over it don't you reckon not even a vwap chucked in just a blatant smack down into a pre worked placement.Time will tell but don't be surprised to see the supply dry up on next big announcement.","Re: Promoters back onto IOT  -  the next tech stock","http://hotcopper.com.au/threads/promoters-back-onto-iot-the-next-tech-stock.2813163/page-18?post_id=18282913","3449","","15/07/16","20:16:10","6.9¢","Buy","Held"
"18282914","Commodities","http://hotcopper.com.au/discussions/commodities/","GOLD","GOLD","doc","http://hotcopper.com.au/search/search?type=post&users=doc","36","Corner a dog in a dead end Street there gunnar turn and bite.","Re: Bank Watch","http://hotcopper.com.au/threads/bank-watch.2762988/page-289?post_id=18282914","40980","","15/07/16","20:16:18","","",""
"18282797","Breaking News","http://hotcopper.com.au/discussions/breaking-news/","","","thecurious1","http://hotcopper.com.au/search/search?type=post&users=thecurious1","443","Ok.  Please list your top 10 priority targets to be bombed to solve the problem.","Re: As I keep saying","http://hotcopper.com.au/threads/as-i-keep-saying.2812894/page-12?post_id=18282797","612","","15/07/16","19:59:32","","",""
"18282798","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","GXY","GXY","Skorzeny","http://hotcopper.com.au/search/search?type=post&users=Skorzeny","46","When was the last time you saw 53c?? Really easy to trade between 48c and 50c maybe...Skorz","Re: GMM Merge: Everyone needs to vote... (GMM holders)","http://hotcopper.com.au/threads/gmm-merge-everyone-needs-to-vote-gmm-holders.2812403/page-31?post_id=18282798","6161","3","15/07/16","19:59:48","48.5¢","Hold","Held"
"18282800","Political Debate","http://hotcopper.com.au/discussions/politics/","","","klem","http://hotcopper.com.au/search/search?type=post&users=klem","2318","I hope for the sake of the western world we will start to see a seismic revolt in France. Children were mown down by these islamic bastards it is time to Do something and it would be great to see civilians starting to retaliate as the govt is not protecting its people.","Re: It's time to ban Islam in Ausrtralia.","http://hotcopper.com.au/threads/its-time-to-ban-islam-in-ausrtralia.2813459/page-3?post_id=18282800","3155","40","15/07/16","20:00:12","","",""
"18282796","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","RNU","RNU","babu21","http://hotcopper.com.au/search/search?type=post&users=babu21","197","I am hoping 3rd day run on monday. Should cross .035. Hope for the best.","Re: Ann: High-grade Graphite at Australia's Largest Graphite Resource-RNU.AX","http://hotcopper.com.au/threads/ann-high-grade-graphite-at-australias-largest-graphite-resource-rnu-ax.2812269/page-82?post_id=18282796","10364","1","15/07/16","19:59:20","2.8¢","Hold","Held"
"18282799","Breaking News","http://hotcopper.com.au/discussions/breaking-news/","","","Hot News","http://hotcopper.com.au/search/search?type=post&users=Hot+News","12397","","News: China says two overseas corruption suspects return home","http://hotcopper.com.au/threads/news-china-says-two-overseas-corruption-suspects-return-home.2813461/?post_id=18282799","23","","15/07/16","20:00:01","","",""
"18282803","Political Debate","http://hotcopper.com.au/discussions/politics/","","","Meteor","http://hotcopper.com.au/search/search?type=post&users=Meteor","3106","I bet she has a lot of work to do in the role - loves flying around the globe chin-wagging and what have you with the  movers and shakers loves the UN and spending whatever it takes to curry favour (UN role after political stint) loves giving money via foreign aid (curry favour for her own glorious future???) etc etc etc.NAH! Not interested in Oz!","Re: Turnbull and Bishop","http://hotcopper.com.au/threads/turnbull-and-bishop.2813333/page-45?post_id=18282803","1275","","15/07/16","20:00:29","","",""
"18282801","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","VLA","VLA","Whatsamadoovie","http://hotcopper.com.au/search/search?type=post&users=Whatsamadoovie","672","we are better then 92c.. I was (as I am sure many were) well on my way to expecting $1.50 or more.The news feed dries up and so does the interest what a fickle market.. HhmmI do remember Kates9999 saying something about a retrace being important?? How's that looking on the charts now Kate?? Where are we..Also as much as I have no doubt that the tec is brilliant in VLA and that someone buying cavatac or VLA is inevitable it makes me wonder what that value would be and it seems I always come up with many multiples of where we are now. And I remember someone posting just recently (last few months) that for a company to be able to offer many multiples of a current value of something is unheard of cause their shareholders will reject the proposal as too high.So.. As the shareprice drops a little more I see time slipping away that little bit further... Alas another week or two to wait... Lol.Gltah...","We are better than this...","http://hotcopper.com.au/threads/we-are-better-than-this.2813462/?post_id=18282801","65","2","15/07/16","20:00:20","92.5¢","Buy","Held"
"18282804","Political Debate","http://hotcopper.com.au/discussions/politics/","","","Hairyback","http://hotcopper.com.au/search/search?type=post&users=Hairyback","26168","Good choice Maaze.As a Pollie near you probably has a financial stake in tit.Why would Turnbull Put 1 million of his own hard if not for a greater return.Shafted  shafted  shafted.The people are revolting.","Re: It's time to ban Islam in Ausrtralia.","http://hotcopper.com.au/threads/its-time-to-ban-islam-in-ausrtralia.2813459/page-4?post_id=18282804","3155","21","15/07/16","20:00:48","","",""
"18282802","Political Debate","http://hotcopper.com.au/discussions/politics/","","","PeaceOut","http://hotcopper.com.au/search/search?type=post&users=PeaceOut","326","","Re: Turnbull and Bishop","http://hotcopper.com.au/threads/turnbull-and-bishop.2813333/page-44?post_id=18282802","1275","3","15/07/16","20:00:27","","",""
"18282805","Political Debate","http://hotcopper.com.au/discussions/politics/","","","Marketinfo","http://hotcopper.com.au/search/search?type=post&users=Marketinfo","8668","","Re: It's time to ban Islam in Ausrtralia.","http://hotcopper.com.au/threads/its-time-to-ban-islam-in-ausrtralia.2813459/page-5?post_id=18282805","3155","2","15/07/16","20:01:06","","",""
"18282806","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","TV2","TV2","Sentry12","http://hotcopper.com.au/search/search?type=post&users=Sentry12","588","Good idea to make sure u have a good understanding of the options if u are going to purchase them. Ie expiry date. Conversion price.Good luck with them","Re: TV2- The next leg up (3c-5c)","http://hotcopper.com.au/threads/tv2-the-next-leg-up-3c-5c.2796666/page-404?post_id=18282806","78686","","15/07/16","20:01:08","2.9¢","Buy","Held"
"18282808","ASX - Day Trading","http://hotcopper.com.au/discussions/asx---day-trading/","","","samwiise","http://hotcopper.com.au/search/search?type=post&users=samwiise","3854","WHC S32 BDR FMGeach have had awesome runs over past few months and yes I've been on each.I think NZM and PRT could do runs like stocks above in future months. IMHO only please DYOR.","Re: Daytraders Weekend Aftermarket Lounge 15-18th July","http://hotcopper.com.au/threads/daytraders-weekend-aftermarket-lounge-15-18th-july.2813319/page-20?post_id=18282808","1875","1","15/07/16","20:01:21","","",""
"18282807","Political Debate","http://hotcopper.com.au/discussions/politics/","","","mistyrains","http://hotcopper.com.au/search/search?type=post&users=mistyrains","28909","","Re: Turnbull and Bishop","http://hotcopper.com.au/threads/turnbull-and-bishop.2813333/page-46?post_id=18282807","1275","2","15/07/16","20:01:16","","",""
"18282809","Breaking News","http://hotcopper.com.au/discussions/breaking-news/","","","Hanrahan","http://hotcopper.com.au/search/search?type=post&users=Hanrahan","42716","I have a much higher opinion of servicemen than you. Let's put that to one side:Is irrational and unhelpful.","Re: Isis behind Savage Attack Terrible Death Count!","http://hotcopper.com.au/threads/isis-behind-savage-attack-terrible-death-count.2812848/page-152?post_id=18282809","10555","2","15/07/16","20:01:25","","",""
"18282810","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","NSL","NSL","tonethegroan","http://hotcopper.com.au/search/search?type=post&users=tonethegroan","693","I have said it before and I'll say it again. I've worked with Martin Pyle and he is a class act. He could get a job anywhere and despite difficult times with ARM has stuck with the task and has put together a portfolio that he should be proud of. To all the naysayers I told you so!","Re: Ann: MOU Executed for Indian Steel Mill with Wei Hua Group Co Ltd-NSL.AX","http://hotcopper.com.au/threads/ann-mou-executed-for-indian-steel-mill-with-wei-hua-group-co-ltd-nsl-ax.2772308/page-424?post_id=18282810","63732","1","15/07/16","20:01:37","1.9¢","Buy","Held"
"18282693","Political Debate","http://hotcopper.com.au/discussions/politics/","","","logco","http://hotcopper.com.au/search/search?type=post&users=logco","2821","Some one would have to prod them to say anything.","Re: How can the appeasers of Islam like our PM Turnbull defend this!","http://hotcopper.com.au/threads/how-can-the-appeasers-of-islam-like-our-pm-turnbull-defend-this.2813264/page-62?post_id=18282693","2361","3","15/07/16","19:41:32","","",""
"18282812","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","EDE","EDE","Gorman84","http://hotcopper.com.au/search/search?type=post&users=Gorman84","88","The negative desires.!","Re: Time has just started for EDE","http://hotcopper.com.au/threads/time-has-just-started-for-ede.2807395/page-152?post_id=18282812","24120","4","15/07/16","20:01:53","25.0¢","Buy","Held"
"18282694","Political Debate","http://hotcopper.com.au/discussions/politics/","","","rabbitoh","http://hotcopper.com.au/search/search?type=post&users=rabbitoh","19010","He had an offsider who fled with others..","Re: Abbott warns of 'creative' homegrown terrorism","http://hotcopper.com.au/threads/abbott-warns-of-creative-homegrown-terrorism.2813444/page-4?post_id=18282694","1704","6","15/07/16","19:41:38","","",""
"18282696","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","MTS","MTS","AmbiGuity","http://hotcopper.com.au/search/search?type=post&users=AmbiGuity","18","Squirrel are you holding your nuts on the possibility of ACCC approval?  Relief in sight next week?","Re: MTS price target if ACCC approve HTH purchase","http://hotcopper.com.au/threads/mts-price-target-if-accc-approve-hth-purchase.2811393/page-8?post_id=18282696","693","","15/07/16","19:41:49","$1.94","Hold","Held"
"18282697","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","MOY","MOY","Mikrokosmos","http://hotcopper.com.au/search/search?type=post&users=Mikrokosmos","1621","MOY very strong after a few days price of gold is consolidating.A great sign of confidence.When price of gold will rebound MOY will pop up.","Re: MOY - Entry time - Now or later?","http://hotcopper.com.au/threads/moy-entry-time-now-or-later.2811272/page-97?post_id=18282697","17041","","15/07/16","19:41:51","25.0¢","Hold","Held"
"18282695","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","EMC","EMC","Switbiskit","http://hotcopper.com.au/search/search?type=post&users=Switbiskit","207","great then you can understand why some people are getting 'cheesed off' by irrelevant questions (your  but why China???  question has been answered multiple times over the last few pages but you always seem to come back to post it again)","Re: Ann: China Strategy-EMC.AX","http://hotcopper.com.au/threads/ann-china-strategy-emc-ax.2809656/page-92?post_id=18282695","10820","11","15/07/16","19:41:46","72.5¢","Buy","Held"
"18282699","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","XSO","XSO","strauss","http://hotcopper.com.au/search/search?type=post&users=strauss","19364","is a Robert Kennedy fromstock expecting a deal keep an eye onto another one of his watch for the placement of those 1c shares to mates and then watch it flyroom to move given its 40% interest in gold project withwhich is drillingsleeper to keep an eye on has a 15% interest in a gold JV with DRM near their Andy Well gold mine with drilling due to start soon should double as exploration approaches imo","Re: The Brains Trust - 2016","http://hotcopper.com.au/threads/the-brains-trust-2016.2672447/page-9169?post_id=18282699","946651","2","15/07/16","19:42:01","","",""
"18282700","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","TV2","TV2","OzzieRob","http://hotcopper.com.au/search/search?type=post&users=OzzieRob","4","Thanks for your explanation on the optionsbeing new to all of this i found it hard to understand half the conversations.alot of it makes sense now but can anyone tell me how do i purchase them.i trade through commsec and cant find any  oppies ..cheers","Re: TV2- The next leg up (3c-5c)","http://hotcopper.com.au/threads/tv2-the-next-leg-up-3c-5c.2796666/page-402?post_id=18282700","78686","2","15/07/16","19:42:10","2.9¢","Hold","Held"
"18282698","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","UNV","UNV","SaberX","http://hotcopper.com.au/search/search?type=post&users=SaberX","1838","Which UK website are you using to keep track of things?","Re: Ann: Update - Coal of Africa Limited OfferCZA-UNV.AX","http://hotcopper.com.au/threads/ann-update-coal-of-africa-limited-offer-cza-unv-ax.2809096/page-108?post_id=18282698","7813","","15/07/16","19:41:56","18.0¢","Hold","Held"
"18282701","Breaking News","http://hotcopper.com.au/discussions/breaking-news/","","","aimone","http://hotcopper.com.au/search/search?type=post&users=aimone","20437","Nice terror attack: Lorry driver who killed 84 including 10 children during Bastille Day rampage was criminal well known to police","Re: Isis behind Savage Attack Terrible Death Count!","http://hotcopper.com.au/threads/isis-behind-savage-attack-terrible-death-count.2812848/page-149?post_id=18282701","10555","1","15/07/16","19:42:19","","",""
"18282703","ASX - By Stock","http://hotcopper.com.au/discussions/asx---by-stock/","CGM","CGM","furniture","http://hotcopper.com.au/search/search?type=post&users=furniture","24561","I stumble across them but a guy told me on here once there is a specific siteI just cant remember it sorry..you can go to asx site and look through lists etcI usually know plenty of them cause have been playing them for yearsImportantly you need patience with themThings to watch out for are registers and if interests alignSome take years but reward plentyOthers take weeks or months...If your new to the game you are lucky cause the market is pretty friendly now and the returns on offer are staggeringMy advice and its free is to bet small on any micro that is 2 to 3mill cap and hasGold silver things like thatOthers play different sectors but gold and silver always pay off (timeframe unknown)Cgm l know from years ago and actually bought at 2cents or something like that then it ran to over 10centsIn the end its very very rare to luck a penny that actually is a great investment so never get lost in the noiseThere is a few but you need to see managements actions on how they handle registers...bar..lbt are gauges on what to look for in longerterm holdsThe rest well anything that runs from 1cent to 10cents then back to 1cent sort of tells you its not really worth being commited longtermMind you some do come goodMoz which is vrc l bought at 1cent ..ivr 1.2cents..bar .005centsList goes on....then be prepared for the duds you will find plenty but reality is finding them first and early on really keeps you ahead of the gameThis thread is not busy so one that l am looking at is auk its a cheap gold play but very hard to buy anything at current levels so gotta stay patientNot saying its a great stock but hey 3mill cap gold silver play its easy money one would think...still nothings a sure thingI hope you have great success and remember if you make plenty always try to help others doing it tough","Re: Cobalt & Gold: A Winner For CGM?","http://hotcopper.com.au/threads/cobalt-gold-a-winner-for-cgm.2775813/page-22?post_id=18282703","1834","1","15/07/16","19:42:29","0.3¢","Hold","Held"
"18282704","Political Debate","http://hotcopper.com.au/discussions/politics/","","","logco","http://hotcopper.com.au/search/search?type=post&users=logco","2821","The establishment is a bit slow to realize we do not like them.","Re: How can the appeasers of Islam like our PM Turnbull defend this!","http://hotcopper.com.au/threads/how-can-the-appeasers-of-islam-like-our-pm-turnbull-defend-this.2813264/page-63?post_id=18282704","2361","3","15/07/16","19:42:43","","",""
"18282705","Political Debate","http://hotcopper.com.au/discussions/politics/","","","prosperman","http://hotcopper.com.au/search/search?type=post&users=prosperman","9755","Muslim`s see a helping hand as a sign of weakness--and all Western Govt citizens will pay a hefty price--the French citizens do not deserve this--it`s time for politician`s  to be prosecuted for forcing this TERROR on their own people!!!!!!!!!! Maybe a week over the Middle East as they love them so much!!!!!!!!","Re: How can the appeasers of Islam like our PM Turnbull defend this!","http://hotcopper.com.au/threads/how-can-the-appeasers-of-islam-like-our-pm-turnbull-defend-this.2813264/page-64?post_id=18282705","2361","5","15/07/16","19:43:04","","",""
